movies_row,movie_title,book_row,book_title,cosine_sim,label
943,Firewall,2041,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",0.41533249616622925,1
3438,The Terminator,6430,"Daemon (Daemon, #1)",0.346842885017395,0
3438,The Terminator,1416,Accelerando (Singularity),0.3444012999534607,0
3438,The Terminator,9297,"Mitosis (The Reckoners, #1.5)",0.3412368595600128,0
3282,Down in the Valley,417,"The Deep End of the Ocean (Cappadora Family, #1)",0.365830659866333,0
3282,Down in the Valley,8669,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",0.36372125148773193,0
3282,Down in the Valley,3900,Divine Secrets of the Ya-Ya Sisterhood,0.3596124053001404,0
3172,Boiler Room,4070,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,0.3348870277404785,0
3172,Boiler Room,872,When Genius Failed: The Rise and Fall of Long-Term Capital Management,0.3179895281791687,0
3172,Boiler Room,2951,"Rich Dad, Poor Dad",0.3177604079246521,0
2248,Bon voyage,3775,No Exit,0.3874932825565338,0
2248,Bon voyage,814,The Wall,0.3704794943332672,0
2248,Bon voyage,4819,Almost French: Love and a New Life in Paris,0.36821991205215454,0
4690,Archaeology of a Woman,7571,Turn of Mind,0.4612569808959961,1
4690,Archaeology of a Woman,2069,"The Secret of the Old Clock (Nancy Drew, #1)",0.45719945430755615,1
4690,Archaeology of a Woman,9470,"The Cinderella Murder (Under Suspicion, #2)",0.428348183631897,1
3882,Animal House,2027,Shattered,0.2810969352722168,0
3882,Animal House,5045,Straight Man,0.2763507664203644,0
3882,Animal House,486,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,0.27231571078300476,0
2487,Duets,8681,Open Road Summer,0.29300186038017273,0
2487,Duets,5108,The Odd Couple,0.29161325097084045,0
2487,Duets,4067,Noises Off,0.2892094850540161,0
3444,Platoon,5255,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",0.38802891969680786,0
3444,Platoon,2361,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,0.38108280301094055,0
3444,Platoon,8011,Drift: The Unmooring of American Military Power,0.36713290214538574,0
1474,I Dreamed of Africa,3467,The Passion of Artemisia,0.3509485423564911,0
1474,I Dreamed of Africa,842,Baudolino,0.34076112508773804,0
1474,I Dreamed of Africa,840,History of Beauty,0.33734193444252014,0
2078,Swing Vote,3262,"The Path to Power (The Years of Lyndon Johnson, #1)",0.31271833181381226,0
2078,Swing Vote,6876,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",0.3087048828601837,0
2078,Swing Vote,4328,"Means of Ascent (The Years of Lyndon Johnson, #2)",0.2925822138786316,0
1910,Hot Rod,9086,"Worth the Fight (MMA Fighter, #1)",0.2660277485847473,0
1910,Hot Rod,9460,"Dominic (Slater Brothers, #1)",0.25121402740478516,0
1910,Hot Rod,8518,"Seducing Cinderella (Fighting for Love, #1)",0.24056929349899292,0
1524,George and the Dragon,2935,"Enemy of God (The Warlord Chronicles, #2)",0.3861871361732483,0
1524,George and the Dragon,2933,"The Winter King (The Warlord Chronicles, #1)",0.37453824281692505,0
1524,George and the Dragon,2934,"Excalibur (The Warlord Chronicles, #3)",0.3629186451435089,0
2411,The Best Man Holiday,9607,"The Friend Zone (Game On, #2)",0.44037842750549316,1
2411,The Best Man Holiday,5450,"Mates, Dates, and Inflatable Bras (Mates, Dates, #1)",0.4393758177757263,1
2411,The Best Man Holiday,9752,"The Deal (Off-Campus, #1)",0.42599916458129883,1
2167,Nerve,88,The Game: Penetrating the Secret Society of Pickup Artists,0.3534403443336487,0
2167,Nerve,2578,Games People Play,0.352329283952713,0
2167,Nerve,3112,"The Killing Game (Eve Duncan, #2)",0.3174622058868408,0
3502,Lake of Fire,6622,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,0.3670766353607178,0
3502,Lake of Fire,4149,What to Expect When You're Expecting,0.3508986830711365,0
3502,Lake of Fire,3865,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,0.3323631286621094,0
568,xXx,4693,Ice Hunt,0.32480594515800476,0
568,xXx,5683,Wemberly Worried,0.32357412576675415,0
568,xXx,8509,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",0.3182857036590576,0
3634,The Machinist,6430,"Daemon (Daemon, #1)",0.3052758276462555,0
3634,The Machinist,1863,"Woken Furies (Takeshi Kovacs, #3)",0.28621846437454224,0
3634,The Machinist,2477,"The Reality Dysfunction (Night's Dawn, #1)",0.2853690981864929,0
2019,The Santa Clause,5850,Rudolph the Red-Nosed Reindeer,0.4454187750816345,1
2019,The Santa Clause,447,A Christmas Carol and Other Christmas Writings,0.42783820629119873,1
2019,The Santa Clause,6295,The Christmas Sweater,0.39001375436782837,0
2857,The Postman Always Rings Twice,2715,Double Indemnity,0.34794703125953674,0
2857,The Postman Always Rings Twice,282,Cover Her Face (Adam Dalgliesh #1),0.3316366374492645,0
2857,The Postman Always Rings Twice,4727,The Killer Inside Me,0.31757691502571106,0
3578,The Man from Snowy River,1560,A Simple Plan,0.33176422119140625,0
3578,The Man from Snowy River,9746,"Stranger Child (DCI Tom Douglas, #4)",0.331171452999115,0
3578,The Man from Snowy River,958,Boy's Life,0.30796629190444946,0
1915,The Conspirator,2395,Pretend You Don't See Her,0.36694127321243286,0
1915,The Conspirator,8566,Mrs. Lincoln's Dressmaker,0.3650663495063782,0
1915,The Conspirator,7730,Killing Lincoln: The Shocking Assassination that Changed America Forever,0.3422457277774811,0
704,Antz,8518,"Seducing Cinderella (Fighting for Love, #1)",0.29040855169296265,0
704,Antz,8811,"Kings Rising (Captive Prince, #3)",0.2766531705856323,0
704,Antz,8810,"Captive Prince: Volume Two (Captive Prince, #2)",0.27512338757514954,0
2098,Tammy,2261,I Don't Know How She Does It,0.36525726318359375,0
2098,Tammy,9685,My Grandmother Asked Me to Tell You She's Sorry,0.3510037660598755,0
2098,Tammy,7318,Clara and Mr. Tiffany,0.3459530472755432,0
2945,What's Eating Gilbert Grape,5768,The Relatives Came,0.3174405097961426,0
2945,What's Eating Gilbert Grape,6912,Pete the Cat: I Love My White Shoes,0.3048262298107147,0
2945,What's Eating Gilbert Grape,3765,My Brother Sam Is Dead,0.3041970729827881,0
1297,Grudge Match,9086,"Worth the Fight (MMA Fighter, #1)",0.39613598585128784,0
1297,Grudge Match,8518,"Seducing Cinderella (Fighting for Love, #1)",0.3451501429080963,0
1297,Grudge Match,8817,"Fighting for Flight (Fighting, #1)",0.3281552791595459,0
1426,Valiant,3194,"Birds of a Feather (Maisie Dobbs, #2)",0.3632812201976776,0
1426,Valiant,4267,The Pigeon Finds a Hot Dog!,0.3568192720413208,0
1426,Valiant,975,Rabbit at Rest (Rabbit Angstrom #4),0.33986160159111023,0
4564,Poultrygeist: Night of the Chicken Dead,5950,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,0.29320278763771057,0
4564,Poultrygeist: Night of the Chicken Dead,5799,Veganomicon: The Ultimate Vegan Cookbook,0.2900354862213135,0
4564,Poultrygeist: Night of the Chicken Dead,2869,Cod: A Biography of the Fish that Changed the World,0.2729208469390869,0
672,Perfume: The Story of a Murderer,39,Perfume: The Story of a Murderer,0.33991745114326477,0
672,Perfume: The Story of a Murderer,7429,La Carte et le territoire,0.31647127866744995,0
672,Perfume: The Story of a Murderer,4293,Les Fleurs du Mal,0.3162335753440857,0
2025,The Hundred-Foot Journey,6720,"Lunch in Paris: A Love Story, with Recipes",0.4840971529483795,1
2025,The Hundred-Foot Journey,6564,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,0.4665305018424988,1
2025,The Hundred-Foot Journey,2724,Barefoot in Paris,0.45919907093048096,1
3231,Pulp Fiction,5348,Jesus' Son,0.4290226101875305,1
3231,Pulp Fiction,6275,Beat the Reaper (Peter Brown #1),0.41038334369659424,1
3231,Pulp Fiction,4054,Wiseguy,0.4044231176376343,1
3356,The Devil's Rejects,4789,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",0.34703123569488525,0
3356,The Devil's Rejects,9009,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",0.3279687166213989,0
3356,The Devil's Rejects,3787,"Welcome to Dead House (Goosebumps, #1)",0.32180577516555786,0
2230,Willard,5013,"The Rats (Rats, #1)",0.33895444869995117,0
2230,Willard,8027,"The Madman’s Daughter (The Madman’s Daughter, #1)",0.2632111608982086,0
2230,Willard,797,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",0.25941216945648193,0
4234,Mooz-lum,3640,The Looming Tower: Al-Qaeda and the Road to 9/11,0.3955421447753906,0
4234,Mooz-lum,194,The Prophet,0.3864251971244812,0
4234,Mooz-lum,5262,الرحيق المختوم,0.3671954870223999,0
3002,Nick and Norah's Infinite Playlist,9607,"The Friend Zone (Game On, #2)",0.4481653869152069,1
3002,Nick and Norah's Infinite Playlist,6786,"Rock Chick (Rock Chick, #1)",0.4418796896934509,1
3002,Nick and Norah's Infinite Playlist,9049,"Friend-Zoned (Friend-Zoned, #1)",0.4290873110294342,1
2317,Star Trek III: The Search for Spock,3653,"Dauntless (The Lost Fleet, #1)",0.24082553386688232,0
2317,Star Trek III: The Search for Spock,6494,"Relentless (The Lost Fleet, #5)",0.22222304344177246,0
2317,Star Trek III: The Search for Spock,5242,The Endurance: Shackleton's Legendary Antarctic Expedition,0.21770232915878296,0
1481,Thunder and the House of Magic,8556,How to Tell If Your Cat Is Plotting to Kill You,0.45354771614074707,1
1481,Thunder and the House of Magic,7868,"Alice in Zombieland (White Rabbit Chronicles, #1)",0.3997806906700134,0
1481,Thunder and the House of Magic,5029,Old Possum's Book of Practical Cats,0.39592838287353516,0
4759,Smiling Fish & Goat On Fire,4182,Beautiful Boy: A Father's Journey Through His Son's Addiction,0.36374011635780334,0
4759,Smiling Fish & Goat On Fire,6384,"Smooth Talking Stranger (Travises, #3)",0.3569416105747223,0
4759,Smiling Fish & Goat On Fire,6517,Dog on It (A Chet and Bernie Mystery #1),0.3543475568294525,0
2478,Drowning Mona,5982,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,0.37941867113113403,0
2478,Drowning Mona,5601,"The Interpretation of Murder (Freud, #1)",0.36453938484191895,0
2478,Drowning Mona,4687,Sleepers,0.3643034100532532,0
3247,Modern Problems,9910,The Baller: A Down and Dirty Football Novel,0.2695813477039337,0
3247,Modern Problems,1234,Absolute Power,0.26941314339637756,0
3247,Modern Problems,5388,Soon I Will Be Invincible,0.2661508619785309,0
1919,Fly Me to the Moon,8488,"The Marriage Mistake (Marriage to a Billionaire, #3)",0.43026483058929443,1
1919,Fly Me to the Moon,8654,"The Unwanted Wife (Unwanted, #1)",0.41664886474609375,1
1919,Fly Me to the Moon,5668,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,0.40953904390335083,1
4335,Taxi Driver,8042,The Psychopath Test: A Journey Through the Madness Industry,0.392292320728302,0
4335,Taxi Driver,322,Dispatches,0.3873106837272644,0
4335,Taxi Driver,4901,The Lucifer Effect: Understanding How Good People Turn Evil,0.3814687728881836,0
553,The Kingdom,3640,The Looming Tower: Al-Qaeda and the Road to 9/11,0.3811115026473999,0
553,The Kingdom,2981,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",0.35454005002975464,0
553,The Kingdom,9141,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",0.2786909341812134,0
2947,Vera Drake,5559,On Death and Dying,0.3655589520931244,0
2947,Vera Drake,6622,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,0.34890836477279663,0
2947,Vera Drake,3647,The Life of Elizabeth I,0.3445740342140198,0
3589,The Egyptian,5080,"River God (Ancient Egypt, #1)",0.38820791244506836,0
3589,The Egyptian,2212,"Warlock (Ancient Egypt, #3)",0.3734988868236542,0
3589,The Egyptian,5048,"The Seventh Scroll (Ancient Egypt, #2)",0.3694060444831848,0
101,X-Men: First Class,3535,X-Men: The Dark Phoenix Saga,0.42370790243148804,1
101,X-Men: First Class,1996,"Astonishing X-Men, Volume 1: Gifted",0.4005211591720581,1
101,X-Men: First Class,1995,"Astonishing X-Men, Volume 2: Dangerous",0.37869974970817566,0
1222,Sex Tape,9304,"Play (Stage Dive, #2)",0.35719895362854004,0
1222,Sex Tape,5331,Annie on My Mind,0.3565886616706848,0
1222,Sex Tape,9819,"Dirty (Dive Bar, #1)",0.34460604190826416,0
677,Clear and Present Danger,8619,"Threat Vector (Jack Ryan Universe, #15)",0.5150768160820007,1
677,Clear and Present Danger,2059,"Patriot Games (Jack Ryan Universe, #2)",0.5031973123550415,1
677,Clear and Present Danger,7263,"Dead or Alive (Jack Ryan Universe, #13)",0.4983713626861572,1
1263,Big Miracle,1408,In the Heart of the Sea: The Tragedy of the Whaleship Essex,0.4585990309715271,1
1263,Big Miracle,3613,The Perfect Storm: A True Story of Men Against the Sea,0.42782819271087646,1
1263,Big Miracle,9425,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,0.41229408979415894,1
4349,Sands of Iwo Jima,9465,"Cage (Corps Security, #2)",0.3494912385940552,0
4349,Sands of Iwo Jima,5189,"Protect and Defend (Mitch Rapp, #10)",0.3242611289024353,0
4349,Sands of Iwo Jima,1772,"Act of Treason (Mitch Rapp, #9)",0.3049852252006531,0
4511,High Road,5615,Smack,0.41083648800849915,1
4511,High Road,3968,"Ice Station (Shane Schofield, #1)",0.38242217898368835,0
4511,High Road,5746,"Separation of Power (Mitch Rapp, #5)",0.3766600489616394,0
1470,Stolen,7797,"The Hidden Child (Patrik Hedström, #5)",0.38007301092147827,0
1470,Stolen,7220,"Girl, Stolen (Girl, Stolen #1)",0.3692513108253479,0
1470,Stolen,8183,"Stolen Prey (Lucas Davenport, #22)",0.36674147844314575,0
3610,A Farewell to Arms,3820,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",0.38355427980422974,0
3610,A Farewell to Arms,2995,Scarlett,0.3448042571544647,0
3610,A Farewell to Arms,940,The Guns of August,0.3274638056755066,0
3649,Tycoon,5839,"Tunnels (Tunnels, #1)",0.31579214334487915,0
3649,Tycoon,5544,The Story of Ferdinand,0.31540966033935547,0
3649,Tycoon,153,Eiger Dreams: Ventures Among Men and Mountains,0.29703837633132935,0
3015,Sparkle,6408,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,0.35747480392456055,0
3015,Sparkle,6528,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",0.33139297366142273,0
3015,Sparkle,8150,"Spark (Elemental, #2)",0.31399446725845337,0
4783,All Superheroes Must Die,5745,"Faceless Killers (Kurt Wallander, #1)",0.406901478767395,1
4783,All Superheroes Must Die,9621,"Radiant Angel (John Corey, #7)",0.4054114818572998,1
4783,All Superheroes Must Die,8513,"Suspect (Scott James & Maggie, #1)",0.39626672863960266,0
4586,Show Me,4163,"The Problem Child (The Sisters Grimm, #3)",0.428040474653244,1
4586,Show Me,4707,"The Unusual Suspects (The Sisters Grimm, #2)",0.420390248298645,1
4586,Show Me,8245,Liar & Spy,0.4125673174858093,1
1422,The X Files: I Want to Believe,8764,"The Heist (Fox and O'Hare, #1)",0.34928202629089355,0
1422,The X Files: I Want to Believe,3535,X-Men: The Dark Phoenix Saga,0.3435533940792084,0
1422,The X Files: I Want to Believe,1995,"Astonishing X-Men, Volume 2: Dangerous",0.34114107489585876,0
4217,Kissing Jessica Stein,4411,Three Junes,0.45808735489845276,1
4217,Kissing Jessica Stein,1797,Close Range,0.45072996616363525,1
4217,Kissing Jessica Stein,4775,Luna,0.43752986192703247,1
718,Deep Blue Sea,3801,Jaws,0.3208027482032776,0
718,Deep Blue Sea,1408,In the Heart of the Sea: The Tragedy of the Whaleship Essex,0.3124847710132599,0
718,Deep Blue Sea,3565,"Meg (MEG, #1)",0.3099305033683777,0
3905,The Apartment,4898,The Greatest Salesman in the World,0.3042265474796295,0
3905,The Apartment,2042,Chasing the Dime,0.29954102635383606,0
3905,The Apartment,736,"I Hope They Serve Beer in Hell (Tucker Max, #1)",0.2865050435066223,0
1053,Galaxy Quest,8199,"These Broken Stars (Starbound, #1)",0.4624566435813904,1
1053,Galaxy Quest,2158,Alien,0.44624555110931396,1
1053,Galaxy Quest,4827,The Stars My Destination,0.4437750577926636,1
2137,Texas Chainsaw 3D,8979,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,0.4330444931983948,1
2137,Texas Chainsaw 3D,5117,Audrey Rose,0.4250949025154114,1
2137,Texas Chainsaw 3D,5455,A Countess Below Stairs,0.39667025208473206,0
4553,Fight to the Finish,9086,"Worth the Fight (MMA Fighter, #1)",0.5386448502540588,1
4553,Fight to the Finish,8817,"Fighting for Flight (Fighting, #1)",0.4796832799911499,1
4553,Fight to the Finish,8518,"Seducing Cinderella (Fighting for Love, #1)",0.464317262172699,1
3087,The Iceman,605,Crime and Punishment,0.3939492702484131,0
3087,The Iceman,4054,Wiseguy,0.39329349994659424,0
3087,The Iceman,4687,Sleepers,0.3725987672805786,0
3965,Point Blank,2269,"One Step Behind  (Kurt Wallander, #7)",0.34830689430236816,0
3965,Point Blank,6869,"The Crossing Places (Ruth Galloway, #1)",0.3470301330089569,0
3965,Point Blank,4800,"Kidnapped (David Balfour, #1)",0.32918328046798706,0
3848,The Masked Saint,3533,"Preacher, Volume 9: Alamo",0.39144617319107056,0
3848,The Masked Saint,3419,"Preacher, Volume 4: Ancient History",0.3896869421005249,0
3848,The Masked Saint,3532,"Preacher, Volume 6: War in the Sun",0.38571175932884216,0
1916,Lords of Dogtown,3801,Jaws,0.3545248508453369,0
1916,Lords of Dogtown,882,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",0.2842089831829071,0
1916,Lords of Dogtown,1567,The Godfather,0.28156110644340515,0
2902,10 Days in a Madhouse,4228,Crocodile on the Sandbank (Amelia Peabody #1),0.4095923900604248,1
2902,10 Days in a Madhouse,4134,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,0.4079768657684326,1
2902,10 Days in a Madhouse,2764,"Inner Harbor (Chesapeake Bay Saga, #3)",0.4006245732307434,1
1617,9,1794,"The Remnant (Left Behind, #10)",0.3637339472770691,0
1617,9,1792,"Desecration (Left Behind, #9)",0.36044666171073914,0
1617,9,3253,"The Indwelling (Left Behind, #7)",0.35967928171157837,0
574,S.W.A.T.,8183,"Stolen Prey (Lucas Davenport, #22)",0.38207918405532837,0
574,S.W.A.T.,9760,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",0.37435203790664673,0
574,S.W.A.T.,6802,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",0.36666297912597656,0
2348,127 Hours,4104,Between a Rock and a Hard Place,0.3938371539115906,0
2348,127 Hours,5739,The Climb: Tragic Ambitions on Everest,0.37762731313705444,0
2348,127 Hours,1453,Touching the Void: The True Story of One Man's Miraculous Survival,0.37548136711120605,0
4363,Walking and Talking,4037,Amelia Bedelia and the Surprise Shower,0.4056321084499359,1
4363,Walking and Talking,4228,Crocodile on the Sandbank (Amelia Peabody #1),0.3916105628013611,0
4363,Walking and Talking,9374,Archer's Voice,0.38252490758895874,0
2041,"Hail, Caesar!",5108,The Odd Couple,0.2537577152252197,0
2041,"Hail, Caesar!",5426,The Basketball Diaries,0.2475857138633728,0
2041,"Hail, Caesar!",4171,Arsenic and Old Lace,0.24239316582679749,0
1308,Enough,589,Tuesdays with Morrie,0.4108858108520508,1
1308,Enough,2911,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,0.3975568115711212,0
1308,Enough,2206,The Secret Life of Bees,0.393462210893631,0
3277,When Did You Last See Your Father?,4182,Beautiful Boy: A Father's Journey Through His Son's Addiction,0.40933364629745483,1
3277,When Did You Last See Your Father?,3280,Dreams from My Father: A Story of Race and Inheritance,0.40823593735694885,1
3277,When Did You Last See Your Father?,203,The Lost Boy (Dave Pelzer #2),0.4050911068916321,1
4752,The Call of Cthulhu,5322,The Hero With a Thousand Faces,0.3837662935256958,0
4752,The Call of Cthulhu,5898,Necronomicon: The Best Weird Tales,0.37940195202827454,0
4752,The Call of Cthulhu,4066,The Call of Cthulhu and Other Weird Stories,0.37903928756713867,0
2355,"I Love You, Beth Cooper",1745,Nick & Norah's Infinite Playlist,0.3512914478778839,0
2355,"I Love You, Beth Cooper",6341,"At Grave's End (Night Huntress, #3)",0.3438092768192291,0
2355,"I Love You, Beth Cooper",9149,"Jake Undone (Jake, #1)",0.3407096266746521,0
617,Agora,6666,Cleopatra's Daughter,0.42910656332969666,1
